ds,yhat,yhat_lower,yhat_upper
2013-05-01,2.5627699802692474,2.032236450347994,3.123942142700407
2013-06-01,2.5247989707894316,1.96603819203543,3.081320280073736
2013-07-01,2.4667606016576786,1.9066023425826073,2.965800809612051
2013-08-01,2.5446736961342205,2.0110729253831274,3.103028013369061
2013-09-01,2.564404360854269,2.0217351804484385,3.1623385587386976
2013-10-01,2.568647468276834,2.006381384632148,3.145374990360096
2013-11-01,2.609243895542891,2.0580083990049087,3.1501059876653787
2013-12-01,2.883014904844684,2.3206171671132227,3.4347640491148352
2014-01-01,2.8349951581876582,2.3001249281019374,3.428841496865644
2014-02-01,2.723645532348751,2.153890954411899,3.292446661105006
2014-03-01,2.823790400801809,2.2398112640874714,3.3579582742608793
2014-04-01,2.7792793207579405,2.2491173343509954,3.3102173233739793
2014-05-01,2.822652878266398,2.243848065619295,3.392512209310774
2014-06-01,2.7442652900055857,2.2332292591363134,3.292277405307732
2014-07-01,2.684765028844122,2.101849352036099,3.2401911599425124
2014-08-01,2.7963489311012766,2.2428463211863416,3.343068770584152
2014-09-01,2.888494724033418,2.3271177034000115,3.447993338184365
2014-10-01,2.873526176064598,2.315069027178348,3.420669996971169
2014-11-01,2.8355656681233223,2.320494080868772,3.386139702759549
2014-12-01,3.0537476763444515,2.5256449935789536,3.628161155689147
2015-01-01,3.0353834024825326,2.500159824058431,3.591220882144489
2015-02-01,2.9666158684297805,2.4038111188499647,3.5010313142595813
2015-03-01,3.14859728206821,2.602949057562411,3.7004566664056857
2015-04-01,3.0134818126245744,2.506869795710008,3.59105259734013
2015-05-01,3.05310929437143,2.5084308715238723,3.5991253503081326
2015-06-01,2.9425198077014065,2.368298614272122,3.4831792190409687
2015-07-01,2.890592396450948,2.349503686625541,3.420500095229575
2015-08-01,3.0443222054567647,2.4546267490646914,3.609647643699252
2015-09-01,3.215129548448663,2.679790842710246,3.7621193563838586
2015-10-01,3.1853771996361013,2.6351607714456335,3.7384701806227603
2015-11-01,3.075754401750425,2.5222787126174766,3.6052356452326997
2015-12-01,3.247544103498997,2.6638231063136066,3.796233496611935
2016-01-01,3.2682415977304133,2.741332888963476,3.757210407149111
2016-02-01,3.246470867277583,2.7418525872420187,3.7661738083093703
2016-03-01,3.1682918998973886,2.6182067744625863,3.703258451813072
2016-04-01,3.3072182155621888,2.7594424064690535,3.8919204507894247
2016-05-01,3.3655752008538955,2.8133785446895594,3.960248966352214
2016-06-01,3.367915694992025,2.815791382977932,3.9257563186518176
2016-07-01,3.312376229238891,2.7390860575907805,3.8804724813189955
2016-08-01,3.3568907847585643,2.7658202830605765,3.8378205421126355
2016-09-01,3.3022768984182864,2.723820971976574,3.838357903618174
2016-10-01,3.36176580281018,2.7965492929639915,3.9363140487188852
2016-11-01,3.5203892606886074,2.9618990661882103,4.077470751715174
2016-12-01,3.890490749241707,3.324293407958863,4.4075525716511
2017-01-01,3.855061642712098,3.3154651435806453,4.423265172189028
2017-02-01,3.7491790220735477,3.2045299284892654,4.292479455744322
2017-03-01,3.8078401282422107,3.275905784253619,4.357909700371388
2017-04-01,3.900092792703547,3.3693842271314542,4.476519777483215
2017-05-01,3.9936491521511788,3.4413802352280345,4.547838107549484
2017-06-01,3.9995905260200826,3.4251572960254917,4.521776658887005
2017-07-01,3.984048011742372,3.448969811319644,4.590006240958991
2017-08-01,4.155748300334306,3.5835295634020237,4.729713830610837
2017-09-01,4.269266150201249,3.7199859810091964,4.845455195413677
2017-10-01,4.3642710497009345,3.8299099008798088,4.901881901677283
2017-11-01,4.498654662113094,3.9254521349832294,5.020470961318685
2017-12-01,4.863187463491727,4.2997501736108665,5.396293936055914
2018-01-01,4.908954901981667,4.373310598401877,5.478469987949181
2018-02-01,4.928843834650314,4.375984371235711,5.495216226552061
2018-03-01,5.1475267559496505,4.597006928279144,5.733704183423391
2018-04-01,5.2342542344141325,4.683039893121057,5.783422781570674
2018-05-01,5.4046328485429695,4.846773635140015,5.980226286456835
2018-06-01,5.457483818790109,4.909255810355099,6.0076631089492105
2018-07-01,5.5249886152246965,4.962823410327076,6.041935927927542
2018-08-01,5.767811076997319,5.204046680325132,6.29195022334145
2018-09-01,5.991195429444855,5.447085029521815,6.569755829167143
2018-10-01,6.103231939072011,5.5518114733296136,6.660815378105667
2018-11-01,6.196509990646229,5.628964159094071,6.761650612891244
2018-12-01,6.41283907378472,5.845774781829182,6.957403200065105
2019-01-01,6.392519436210296,5.832323620793045,6.923533172789463
2019-02-01,6.321796538445595,5.7794438036912235,6.855850385030537
2019-03-01,6.5020118171181895,5.91419281325981,7.05512725188025
2019-04-01,6.364940983962653,5.838940433426171,6.91257479253768
2019-05-01,6.402676178246316,5.863830455854556,6.978415044398614
2019-06-01,6.286283003673583,5.744482624047127,6.868681692383499
2019-07-01,6.228739120259352,5.638223005200763,6.807420273742398
2019-08-01,6.376665241362407,5.8192232466729354,6.912291534348813
2019-09-01,6.541668896451921,5.9633568388066145,7.085221732002777
2019-10-01,6.506300075475507,5.95451968042409,7.0502209866706025
2019-11-01,6.534432260834053,5.973723707914757,7.093484138617936
2019-12-01,6.839533236689792,6.243352504357207,7.381775526282398
2020-01-01,6.997985714166204,6.475711280648866,7.553789871412249
2020-02-01,7.113969966957576,6.56422472099065,7.631974556515771
2020-03-01,7.164658564548691,6.617767427853363,7.752825278682299
2020-04-01,7.450729244077959,6.879330205712122,7.975014852963065
2020-05-01,7.651484000852187,7.105747572660678,8.194563072795486
2020-06-01,7.800968858855352,7.243685315525853,8.342305097486554
2020-07-01,7.887827164584809,7.368533178038574,8.43399241227441
2020-08-01,8.079486083970117,7.531543481900996,8.671052895331005
2020-09-01,8.172016561495415,7.5985342139935,8.714240643981736
2020-10-01,8.238344136504153,7.699335888442879,8.809959555216107
2020-11-01,8.40403422068559,7.832043148387759,8.928524720835641
2020-12-01,8.78097437985508,8.235622450680744,9.343001392079604
2021-01-01,8.752611899629068,8.209652042005333,9.289912265292072
2021-02-01,8.653795905294531,8.10931791720129,9.226311730343108
2021-03-01,9.112133624492005,8.525152282982992,9.660239956651775
2021-04-01,9.646885396235607,9.073327706693622,10.138250271039478
2021-05-01,10.16866669821455,9.623471794707669,10.733978492774112
2021-06-01,10.617107179365497,10.045694320167645,11.12638458399931
2021-07-01,11.029789607619744,10.476476826807957,11.589797189066351
2021-08-01,11.594114192727341,11.04098590344054,12.1796198122791
2021-09-01,12.100256339110807,11.556938477907828,12.641033039979266
2021-10-01,12.575220235238382,12.048525324275003,13.181696676930196
2021-11-01,13.102228144166556,12.566778558406847,13.644135682604315
2021-12-01,13.846719942173332,13.316965524725664,14.394004243923774
2022-01-01,14.285111677179474,13.746799075173406,14.859959864143404
2022-02-01,14.663757738876185,14.093152050219693,15.186173972605836
2022-03-01,15.206479357361717,14.689444951615592,15.8145384963752
2022-04-01,15.651963964853618,15.066348506710696,16.183135728123297
2022-05-01,16.169526897397144,15.62221918013159,16.694985598910264
2022-06-01,16.58113499667224,16.01506034881156,17.088455681812746
2022-07-01,16.995824115641202,16.422525832985674,17.55935946468723
2022-08-01,17.59740371069941,17.065244405902227,18.147716683640347
2022-09-01,18.17954519643314,17.629845365903044,18.75207624218726
2022-10-01,18.638766028595107,18.063826917375764,19.186045894510862
2022-11-01,19.090801213454895,18.48890221517561,19.694275099259038
2022-12-01,19.783172601806523,19.125006987716866,20.4109135374263
2023-01-01,20.254763346285408,19.587984792491266,20.90412396315937
2023-02-01,20.67595083057422,20.016275099382966,21.334203395976857
2023-03-01,21.300472260778733,20.53474516361323,22.041767936128597
2023-04-01,21.655311809676494,20.82884927213013,22.3933455146276
2023-05-01,22.169089309173074,21.346543669502516,22.924321367896848
2023-06-01,22.544606510509396,21.63624968425919,23.430826163651304
